index	Dominant_Topic	Perc_Contribution	Topic_Keywords	0
502	10.0	0.18700000643730164	مئة, إضافة, جمعية, وطني, تنظيم, وبالتالي, وذكر, عاصمة, مملكة, مغرب	['وعربون', 'وفاء', 'لمجهوداته', 'ودعمه', 'الدائم', 'لقطاع', 'التربية', 'والتكوين', 'قدم', 'المدير', 'الاقليمي', 'درعا', 'تقديريا', 'مرفوقا', 'بشهادة', 'تقديرية', 'والتقرير', 'السنوي', 'للمديرية', 'الاقليمية', 'للوزارة', 'إلى', 'السيد', 'عامل', 'إقليم', 'بوجدور', 'كما', 'قدمت', 'شهادات', 'لمختلف', 'الشركاء', 'من', 'مجالس', 'منتخبة', 'ومصالح', 'أمنية', 'ومصالح', 'خارجية']
503	24.0	0.19529999792575836	اجتماعي, كامل, نتيجة, طفل, مدير, نفسية, مقرر, عامة, طاقة, قيام	['وقد', 'صرح', 'المدير', 'الإقليمي', 'للوزارة', 'نور', 'الدين', 'العولي', 'لأحداث', 'انفو', 'أن', 'الحفل', 'تكريس', 'لثقافة', 'الاعتراف', 'بالتميز', 'التي', 'تنهجها', 'المديرية', 'تجاه', 'جميع', 'التلاميذ', 'والشركاء', 'والأستاذة', 'المتقاعدين', 'كما', 'انه', 'تتويج', 'لموسم', 'كامل', 'من', 'العطاء', 'التربوي', 'على', 'جميع', 'الأصعدة', 'وذلك', 'ما', 'ابرزته', 'مختلف', 'نسب', 'النجاح', 'المحققة', 'في', 'جميع', 'الأسلاك', 'التعليمية']
504	8.0	0.24660000205039978	تقنية, وجود, تحديد, فيديوه, جاري, يذكر, غاية, جنسية, مخصصة, مرحلة	['قدم', 'الديه', 'النوشة', 'إستقالة', 'ما', 'يسمى', 'نائب', 'برلماني', 'إستقالته', 'من', 'ما', 'يسمى', 'المجلس', 'الوطني', 'الصحراوي', 'وذلك', 'احتجاجا', 'على', 'إستمرار', 'الفساد', 'الدي', 'تعرفه', 'دواليب', 'قيادة', 'البوليساريو', 'إوحسب', 'ما', 'تداوله', 'اعلام', 'الجبهة', 'فان', 'من', 'بين', 'دواعي', 'الإستقالة', 'هي', 'أشكال', 'الفساد', 'التي', 'أصبحت', 'منتشرة', 'في', 'مخيمات', 'المحتجزين', 'بتندوف']
505	8.0	0.2037999927997589	تقنية, وجود, تحديد, فيديوه, جاري, يذكر, غاية, جنسية, مخصصة, مرحلة	['وكان', 'ما', 'يسمى', 'بالبرلماني', 'حذر', 'في', 'رسالة', 'من', 'خطر', 'الفساد', 'قائلا', '“لا', 'يفوتني', 'هنا', 'و', 'في', 'هذا', 'المقام', 'إلا', 'أن', 'أدق', 'ناقوس', 'الخطر', 'لكل', 'الغيورين', 'من', 'خطر', 'ظاهرة', 'الفساد', 'التي', 'أصبحت', 'جد', 'متفشية']
506	0.0	0.3276999890804291	وأضاف, ولايات_المتحدة, أمريكية, حصول, عملي, حاجة, دولية, أهمية, جيدة, إشارة	['و', 'للإشارة', 'فقد', 'خاض', 'الديه', 'النوشة', 'عدة', 'إعتصامات', 'إحتجاجا', 'على', 'الفساد', 'الذي', 'إنتشر', 'خاصة', 'في', 'الاعوام', 'الأخيرة', 'بعد', 'ظهور', 'عدة', 'فضائح', 'هزت', 'مخيمات', 'تيندوف', 'منها', 'قضية', 'إختفاء', 'مليار']
507	11.0	0.07370000332593918	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['ذكر', 'تقرير', 'إخباري', 'أن', 'تطبيق', 'التواصل', 'الفوري', 'واتساب', 'يختبر', 'حاليا', 'ملصقات', 'رسوم', 'متحركة', 'تماما', 'مثل', 'تلك', 'المستخدمة', 'في', 'تطبيق', 'فيسبوك', 'ماسنجر']
508	11.0	0.15129999816417694	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['وذكر', 'موقع', 'التقني', 'الجمعة', 'أن', 'النسخة', 'التجريبية', 'الخاصة', 'بالتطبيق', 'والمخصصة', 'للهواتف', 'التي', 'تعمل', 'بنظام', 'أندرويد', 'تحتوي', 'ملصقات', 'متحركة']
509	13.0	0.20980000495910645	موقع, جامعة, عام, رئيس, مرتبط, ذاته, وأكد, توقف, سابقا, دين	['وكان', 'واتساب', 'اختبر', 'في', 'الماضي', 'هذه', 'الملصقات', 'لكنه', 'توقف', 'عن', 'تطويره']
510	15.0	0.181099995970726	أنها, حالة, كان, أسباب, سيطرة, خروج, هلع, يمكنه, أوتوماتيك, أضيفت	['وعلى', 'الرغم', 'من', 'أن', 'رموز', 'المرحة', 'متحركة', 'إلا', 'أنها', 'لا', 'تعمل', 'تلقائيا', 'ويجب', 'التعامل', 'معها', 'مثل', 'بقية', 'الملفات', 'أي', 'يجب', 'النقر', 'عليها', 'لتشغيلها']
511	11.0	0.19419999420642853	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['وستعمل', 'الرموز', 'المتحركة', 'الجديدة', 'بمجرد', 'استلامهما', 'من', 'قبل', 'المستخدمين', 'وستعمل', 'تلقائيا', 'في', 'الهواتف', 'والحواسيب', 'التي', 'يمكن', 'إرسال', 'الملصقات', 'عبرها', 'أيضا']
512	0.0	0.13099999725818634	وأضاف, ولايات_المتحدة, أمريكية, حصول, عملي, حاجة, دولية, أهمية, جيدة, إشارة	['ومن', 'غير', 'الواضح', 'متى', 'سيتم', 'الإصدار', 'الرسمي', 'لهذا', 'الخاصية', 'الجديدة', 'إلا', 'أن', 'الموقع', 'التقني', 'توقع', 'أن', 'يتم', 'قريبا', 'نظرا', 'إلى', 'أنه', 'صغير', 'نسيا']
513	11.0	0.07370000332593918	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['-', 'متابعة']
514	26.0	0.2386000007390976	تناول, تتيح, بهذه, متعلقة, مؤسس, أعضاء, جهود, أربعاء, لقاء, سياق	['قررت', 'شركة', 'مايكروسوفت', 'أن', 'تتيح', 'للمستخدمين', 'تشغيل', 'النسخة', 'الأصلية', 'من', 'لعبة', 'على', 'المتصفحات', 'الخاصة', 'بهم', 'مجانًا', 'كما', 'سيتم', 'توفير', 'إمكانية', 'اللعب', 'في', 'الوضع', 'الإبداعي', 'فقط', 'مما', 'يعني', 'أنه', 'لن', 'تكون', 'هناك', 'وحوش', 'لتقاتلها']
515	24.0	0.19339999556541443	اجتماعي, كامل, نتيجة, طفل, مدير, نفسية, مقرر, عامة, طاقة, قيام	['يبدو', 'أيضًا', 'أن', 'اللاعبين', 'سيكونون', 'قادرين', 'على', 'دعوة', 'ما', 'يصل', 'إلى', 'تسعة', 'أصدقاء', 'آخرين', 'للعب', 'معهم', 'وكل', 'ما', 'على', 'المستخدمين', 'القيام', 'به', 'هو', 'إرسال', 'رابط', 'لهم', 'لينضموا', 'إليهم', 'ومع', 'ذلك', 'أوضح', 'موقع', 'أنه', 'لا', 'يمكن', 'حفظ', 'نسخة', 'المتصفح', 'من', 'لعبة', 'لذا', 'فإن', 'أي', 'تقدم', 'تحرزه', 'سيختفي', 'إذا', 'أغلقت', 'نافذة', 'المتصفح', 'أو', 'إذا', 'قمت', 'بإعادة', 'تشغيل', 'الحاسوب', 'الخاص', 'بك']
516	17.0	0.1979999989271164	مجموعة, اختبار, خاص, مسار, أعلى, اثن, غرفة, قائد, موضوع, تعزيز	['يعني', 'هذا', 'أنه', 'إذا', 'كنت', 'تخطط', 'للتعمق', 'كثيرًا', 'في', 'اللعبة', 'فقد', 'ترغب', 'في', 'التأكد', 'من', 'عدم', 'تعطل', 'المتصفح', 'الخاص', 'بك']
517	3.0	0.17970000207424164	أدوية, كثير, أولى, مشارك, أمر, مصدر, مائة, مركز, يقول, مؤسسة	['وسيحصل', 'اللاعبون', 'فقط', 'على', 'نوعًا', 'مختلفًا', 'من', 'القطع', 'للإختيار', 'من', 'بينها', 'والأمر', 'الغريب', 'هو', 'أنه', 'يبدو', 'أن', 'بعض', 'الأخطاء', 'التي', 'كانت', 'موجودة', 'في', 'لعبة', 'الأصلية', 'موجودة', 'بالفعل', 'في', 'هذه', 'النسخة']
518	3.0	0.2092999964952469	أدوية, كثير, أولى, مشارك, أمر, مصدر, مائة, مركز, يقول, مؤسسة	['المصدر', 'وكالات']
519	11.0	0.07370000332593918	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['-', 'متابعة']
520	26.0	0.1956000030040741	تناول, تتيح, بهذه, متعلقة, مؤسس, أعضاء, جهود, أربعاء, لقاء, سياق	['أعلنت', 'شركة', 'فيسبوك', 'أمس', 'الأربعاء', 'أنها', 'ستشدد', 'القواعد', 'المتعلقة', 'بميزة', 'البث', 'المباشر', 'على', 'شبكتها', 'الاجتماعية', 'وذلك', 'وسط', 'دعوات', 'إلى', 'الحد', 'من', 'العنف', 'على', 'الإنترنت', 'في', 'أعقاب', 'الهجوم', 'الإرهابي', 'في', 'كرايست', 'تشيرش']
521	24.0	0.21070000529289246	اجتماعي, كامل, نتيجة, طفل, مدير, نفسية, مقرر, عامة, طاقة, قيام	['وكان', 'مسلح', 'قد', 'قتل', 'شخصاً', 'في', 'مسجدين', 'بمدينة', 'كرايست', 'تشيرش', 'بنيوزيلندا', 'في', 'آذار', 'الماضي', 'وبث', 'الاعتداء', 'الإرهابي', 'مباشرة', 'على', 'فيسبوك', 'وكان', 'هذا', 'أسوأ', 'حادث', 'إطلاق', 'نار', 'في', 'نيوزيلندا', 'وأثار', 'دعوات', 'تحث', 'شركات', 'التقنية', 'على', 'بذل', 'المزيد', 'من', 'الجهد', 'لمكافحة', 'التطرف', 'على', 'خدماتها']
522	29.0	0.18930000066757202	صحة, صحية, ارتفاع, أمور, مواطن, سياسة, توفير, الحد, اجتماعية, عمومية	['وقالت', 'فيسبوك', 'في', 'منشور', 'على', 'مدونتها', 'إنها', 'سوف', 'تبدأ', 'تطبيق', 'سياسة', 'الفرصة', 'الوحيدة', 'لاستخدام', 'ميزة', 'البث', 'المباشر', 'وتمنع', 'هذه', 'السياسة', 'بصورة', 'مؤقتة', 'كل', 'مستخدم', 'سبق', 'له', 'أن', 'واجه', 'إجراءات', 'تأديبية', 'بسبب', 'خرق', 'قواعد', 'الشركة', 'الأكثر', 'خطورة', 'في', 'أي', 'مكان', 'على', 'موقعها']
523	33.0	0.12759999930858612	معلوم, اتصال, مستقبل, أمم, إلكترونية, طرق, درجة, كافية, تتبع, حسن	['كما', 'أوضحت', 'أن', 'المستخدمين', 'المخالفين', 'لأول', 'مرة', 'سوف', 'يُمنعون', 'من', 'استخدام', 'ميزة', 'البث', 'المباشرة', 'لفترات', 'زمنية', 'محددة', 'وقالت', 'أيضاً', 'إنها', 'سوف', 'تعمل', 'على', 'توسيع', 'نطاق', 'المخالفات', 'التي', 'تحدد', 'من', 'يستحق', 'أن', 'تطبق', 'عليه', 'سياسة', 'الفرصة', 'الوحيدة']
524	11.0	0.21439999341964722	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['ولم', 'تُحدد', 'فيسبوك', 'المخالفات', 'التي', 'تجعل', 'مرتكبيها', 'مستحقين', 'لسياسة', 'الفرصة', 'الوحيدة', 'أو', 'المدة', 'التي', 'سوف', 'تستغرقها', 'عمليات', 'التعليق', 'لكن', 'متحدثة', 'باسم', 'الشركة', 'قالت', 'إن', 'ما', 'كان', 'لمنفذ', 'هجوم', 'نيوزيلندا', 'المسلح', 'أن', 'يبث', 'جريمته', 'مباشرةً', 'بموجب', 'القواعد', 'الجديدة']
525	11.0	0.18150000274181366	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['وأضافت', 'الشركة', 'أنها', 'تخطط', 'لتوسيع', 'نطاق', 'القيود', 'الجديدة', 'لتشمل', 'مجالات', 'أخرى', 'على', 'مدار', 'الأسابيع', 'المقبلة', 'بدءاً', 'بمنع', 'نفس', 'الأشخاص', 'من', 'إنشاء', 'إعلانات', 'على', 'فيسبوك', 'وأكدت', 'أنها', 'ستمول', 'أبحاثاً', 'في', 'ثلاث', 'جامعات', 'لتطوير', 'تقنيات', 'الكشف', 'عن', 'الوسائط', 'المتعددة', 'المُحرَّفة', 'والتي', 'تكافح', 'أنظمة', 'فيسبوك', 'في', 'اكتشافها', 'في', 'أعقاب', 'الهجوم']
526	24.0	0.1469999998807907	اجتماعي, كامل, نتيجة, طفل, مدير, نفسية, مقرر, عامة, طاقة, قيام	['وكانت', 'فيسبوك', 'قد', 'قالت', 'في', 'أعقاب', 'الهجوم', 'إنها', 'أزالت', 'مليون', 'مقطع', 'فيديو', 'يحتوي', 'على', 'لقطات', 'من', 'الهجوم', 'الإرهابي', 'وذلك', 'في', 'أول', 'ساعة', 'بعد', 'وقوعه', 'ثم', 'ذكرت', 'أواخر', 'آذار', 'الماضي', 'أنها', 'وجدت', 'أكثر', 'من', 'إصدار', 'مختلف', 'من', 'فيديو', 'الاعتداء']
527	3.0	0.2092999964952469	أدوية, كثير, أولى, مشارك, أمر, مصدر, مائة, مركز, يقول, مؤسسة	['المصدر', 'العربية']
528	5.0	0.18279999494552612	مرضى, منتج, تشغيل, شهر, أشهر, دقيقة, وأشارت, خطوة, حدود, دورة	['تحتضن', 'أكاديمية', 'جورج', 'واشنطن', 'بالدار', 'البيضاء', 'يوم', 'السبت', 'الدورة', 'الثانية', 'لأولمبياد', 'الروبوتات', 'العالمي', 'وذلك', 'بمشاركة', 'فريقا', 'لتلاميذ', 'تتراوح', 'أعمارهم', 'ما', 'بين', 'و', 'سنة', 'يمثلون', 'مختلف', 'المدن', 'المغربية', 'للتباري', 'من', 'أجل', 'لنهائيات', 'أولمبياد', 'الروبوت', 'العالمي', 'التي', 'ستقام', 'في', 'هنغاريا', 'شهر', 'نونبر', 'المقبل']
529	27.0	0.12870000302791595	بدون, خصوصا, محاولة, قيادة, خارج, باقي, صحفي, أبيض, بيت, دارالبيضاء	['وسيتباري', 'التلاميذ', 'من', 'أجل', 'التقدم', 'بحلول', 'تتعلق', 'بالمدن', 'الذكية', 'من', 'خلال', 'استخدام', 'الروبوتات', 'وذلك', 'ضمن', 'مسابقات', 'تخص', 'فئات', 'عمرية', 'مختلفة', 'حيث', 'تركز', 'فئة', 'الصغار', 'الذين', 'تتراوح', 'أعمارهم', 'ما', 'بين', 'إلى', 'سنوات', 'على', 'تطوير', 'نموذج', 'حافلة', 'بدون', 'سائق', 'أما', 'فئة', 'الأطفال', 'الذين', 'تتراوح', 'أعمارهم', 'ما', 'بين', 'إلى', 'سنة', 'ستشتغل', 'على', 'إنشاء', 'نموذج', 'لسيارة', 'بدون', 'سائق', 'أما', 'الفئة', 'المتبقية', 'ستشتغل', 'على', 'إيجاد', 'حلول', 'خاصة', 'بالإنارة', 'العمومية', 'الذكية', 'وغيرها', 'إضافة', 'إلى', 'الفئة', 'المفتوحة', 'المتمثلة', 'في', 'تطوير', 'نماذج', 'روبوتات', 'تهم', 'مجالات', 'مختلفة', 'كالتعليم', 'والعمل', 'وغيرها', 'ومسابقة', 'كرة', 'القدم', 'الخاصة', 'بالروبوتات', 'وذلك', 'من', 'الساعة', 'العاشرة', 'صباحا', 'إلى', 'الخامس', 'مساء']
530	11.0	0.07370000332593918	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['-', 'متابعة']
531	12.0	0.1858000010251999	خدمة, مواقع, بناء, عالمية, تابع, توفر, تنفيذ, سوق, قصور, عادية	['بدأت', 'سانديسك', 'التابعة', 'لشركة', 'ويسترن', 'ديجيتال', 'بيع', 'أحدث', 'بطاقات', 'الذاكرة', 'الخارجية', 'من', 'نوع', 'مايكرو', 'إس', 'دي', 'تمتاز', 'بأنها', 'توفر', 'سعة', 'كبيرة', 'جداً', 'تبلغ', 'تيرابايت']
532	11.0	0.17000000178813934	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['وبحسب', 'ويسترن', 'ديجيتال', 'فإن', 'البطاقة', 'الجديدة', 'تتيح', 'للعملاء', 'نقل', 'الملفات', 'بسرعة', 'تصل', 'إلى', 'نصف', 'الوقت', 'الذي', 'تستغرقه', 'بطاقات', '-', 'التقليدية', 'المتوفرة', 'في', 'السوق', 'حالياً']
533	11.0	0.22589999437332153	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['ويُشار', 'إلى', 'أن', 'البطاقة', 'الجديدة', 'لا', 'تتوفر', 'بسعة', 'تيرابايت', 'فحسب', 'إذ', 'تبدأ', 'من', 'غيغابايت', 'بسعر', 'دولارا', 'أمريكيا', 'وصولًا', 'إلى', 'السعة', 'العليا', 'تيرابايت', 'بسعر', 'دولاراً', 'أميركياً']
534	3.0	0.1574999988079071	أدوية, كثير, أولى, مشارك, أمر, مصدر, مائة, مركز, يقول, مؤسسة	['المصدر', 'البوابة', 'العربية', 'للأخبار', 'التقنية']
535	11.0	0.07370000332593918	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['-', 'متابعة']
536	0.0	0.16349999606609344	وأضاف, ولايات_المتحدة, أمريكية, حصول, عملي, حاجة, دولية, أهمية, جيدة, إشارة	['إكتشف', 'موقع', 'سي', 'إن', 'بي', 'سي', 'الأميركي', 'أن', 'شركة', 'غوغل', 'تحتفظ', 'بقائمة', 'لجميع', 'المشتريات', 'التي', 'يجريها', 'المستخدمون', 'عبر', 'الإنترنت', 'ما', 'دام', 'المستخدم', 'يستعمل', 'عنوان', 'البريد', 'الإلكتروني', 'الخاص', 'به', 'على', 'في', 'إتمام', 'عمليات', 'الشراء']
537	13.0	0.15790000557899475	موقع, جامعة, عام, رئيس, مرتبط, ذاته, وأكد, توقف, سابقا, دين	['ووجد', 'الموقع', 'أنه', 'يمكن', 'لمستخدمي', 'خدمة', 'البريد', 'الإلكتروني', 'الوصول', 'إلى', 'قائمة', 'بجميع', 'المشتريات', 'التي', 'أجروها', 'على', 'مدى', 'السنوات', 'الخمس', 'الماضية']
538	11.0	0.11379999667406082	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['وأوضحت', 'غوغل', 'أنها', 'تتعقب', 'عمليات', 'الشراء', 'عن', 'طريق', 'الطلبات', 'المقدمة', 'باستخدام', 'خدماتها', 'الأخرى', 'مثل', 'غوغل', 'إكسبرس', 'ومتجر', 'غوغل', 'بلاي', 'بالإضافة', 'إلى', 'مساعدها', 'الرقمي']
539	32.0	0.1931000053882599	أخرى, عملية, وأشار, رؤية, رجال, يعرف, مكان, معروفة, مكون, تحقيق	['وقال', 'متحدث', 'باسم', 'غوغل', 'إن', 'الصفحة', 'تهدف', 'إلى', 'مساعدة', 'المستخدمين', 'على', 'عرض', 'وتتبع', 'مشترياتهم', 'وحجوزاتهم', 'واشتراكاتهم', 'لافتاً', 'في', 'بيان', 'الجمعة', 'لا', 'نستخدم', 'أي', 'معلومات', 'من', 'رسائلك', 'على', 'جيميل', 'لعرض', 'الإعلانات', 'ويشمل', 'ذلك', 'إيصالات', 'البريد', 'الإلكتروني', 'والتأكيدات', 'التي', 'تظهر', 'على', 'صفحة', 'الشراء']
540	3.0	0.2092999964952469	أدوية, كثير, أولى, مشارك, أمر, مصدر, مائة, مركز, يقول, مؤسسة	['المصدر', 'العربية']
541	11.0	0.07370000332593918	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['-', 'متابعة']
542	11.0	0.2578999996185303	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['تتحضر', 'الشركة', 'الأم', 'لتطبيق', 'الفيديو', 'لطرح', 'خدمة', 'موسيقى', 'جديدة', 'لمنافسة', 'كلا', 'من', 'آبل', 'وسبوتفاي', 'إذ', 'كشفت', 'تقارير', 'لوكالة', 'بلومبرغ', 'نقلا', 'عن', 'مصادر', 'قريبة', 'من', 'أن', 'عملاق', 'الإنترنت', 'الصيني', 'بايت', 'دانس', 'قد', 'يطلق', 'منصة', 'موسيقى', 'جديدة', 'خلال', 'الأشهر', 'القليلة', 'المقبلة']
543	12.0	0.15960000455379486	خدمة, مواقع, بناء, عالمية, تابع, توفر, تنفيذ, سوق, قصور, عادية	['وستطلق', 'الخدمة', 'التي', 'لم', 'يتم', 'الكشف', 'عن', 'اسمها', 'في', 'الأسواق', 'الناشئة', 'في', 'البداية', 'مثل', 'الهند', 'لتصل', 'إلى', 'باقي', 'دول', 'العالم', 'فيما', 'بعد']
544	37.0	0.20110000669956207	عمر, وقاية, واحدا, علما, بالغ, ويعد, أبرز, أولمبي, لاعبي, لمسافة	['ويعد', 'والمعروف', 'أيضًا', 'باسم', 'في', 'الصين', 'واحدا', 'من', 'أسرع', 'التطبيقات', 'نمواً', 'بين', 'المستخدمين', 'المراهقين', 'على', 'مدار', 'الأعوام', 'القليلة', 'الماضية', 'إذ', 'حصل', 'حتى', 'الآن', 'على', 'أكثر', 'من', 'مليون', 'عملية', 'تنزيل', 'لذا', 'ستحاول', 'الشركة', 'الصينية', 'الاستفادة', 'من', 'شعبية', 'السريعة', 'من', 'خلال', 'تحويل', 'بعض', 'مستخدميها', 'إلى', 'عملاء', 'يدفعون', 'أموال', 'مقابل', 'خدماتها']
545	21.0	0.23100000619888306	مجال, نظر, خدم, مزيد, ليصل, إجمالي, مالية, قيمة, لاعب, صناع	['ومن', 'خلال', 'إطلاقه', 'في', 'الأسواق', 'الناشئة', 'تتطلع', 'الشركة', 'إلى', 'جذب', 'المستخدمين', 'في', 'المناطق', 'التي', 'لم', 'تصل', 'إليها', 'خدمات', 'و', 'وغيرها', 'من', 'خدمات', 'بث', 'الموسيقى']
546	11.0	0.22589999437332153	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['وحصلت', 'الشركة', 'بالفعل', 'على', 'حقوق', 'الموسيقى', 'من', '-', 'و', 'وهما', 'علامتان', 'رئيسيتان', 'في', 'الهند']
547	11.0	0.15129999816417694	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['كشفت', 'تقارير', 'تقنية', 'أن', 'شركة', 'أمازون', 'تعكف', 'على', 'تطوير', 'جهاز', 'صوتي', 'قادر', 'على', 'رصد', 'مشاعر', 'الإنسان', 'من', 'خلال', 'فحص', 'نبرة', 'الصوت', 'بدقة', 'عالية']
548	32.0	0.14669999480247498	أخرى, عملية, وأشار, رؤية, رجال, يعرف, مكان, معروفة, مكون, تحقيق	['وحسبما', 'نقلت', 'شبكة', 'بلومبرغ', 'فإن', 'الجهاز', 'الذي', 'يمكن', 'تحفيزه', 'من', 'خلال', 'الصوت', 'قابل', 'للارتداء', 'أي', 'سيكون', 'من', 'الممكن', 'وضعه', 'على', 'اليد', 'مثل', 'الساعة']
549	22.0	0.16449999809265137	برنامج, وكذلك, مناطق, غذائية, أخير, وبعد, مختلف, تدريب, جميع, صناعة	['ويقوم', 'الجهاز', 'الذي', 'أطلق', 'عليه', 'ديلان', 'على', 'مزج', 'عدد', 'من', 'مكبرات', 'الصوت', 'مع', 'برنامج', 'يستطيع', 'رصد', 'الحالة', 'الذهنية', 'للإنسان', 'من', 'خلال', 'الصوت', 'فقط']
550	24.0	0.33079999685287476	اجتماعي, كامل, نتيجة, طفل, مدير, نفسية, مقرر, عامة, طاقة, قيام	['ويقول', 'الخبراء', 'على', 'المشروع', 'إن', 'الجهاز', 'من', 'شأنه', 'أن', 'يرشد', 'الناس', 'إلى', 'الطريقة', 'التي', 'يتوجب', 'عليهم', 'أن', 'يخاطبوا', 'بها', 'الآخرين', 'لأن', 'الإنسان', 'قد', 'يكون', 'على', 'دراية', 'بالحالة', 'النفسية', 'للآخر']
551	24.0	0.289000004529953	اجتماعي, كامل, نتيجة, طفل, مدير, نفسية, مقرر, عامة, طاقة, قيام	['وفضلا', 'عن', 'ذلك', 'يستطيع', 'الجهاز', 'الثوري', 'أن', 'يساعد', 'الأشخاص', 'الذين', 'يقومون', 'بتحليل', 'الأصوات', 'بهدف', 'رصد', 'حالتها', 'النفسية', 'وهذا', 'قد', 'يقدم', 'خدمة', 'كبيرة', 'للتحليل', 'الأكاديمي', 'مستقبلا']
552	32.0	0.21899999678134918	أخرى, عملية, وأشار, رؤية, رجال, يعرف, مكان, معروفة, مكون, تحقيق	['ومن', 'المحتمل', 'أن', 'يعمل', 'هذا', 'الجهاز', 'الصوتي', 'مع', 'تطبيق', 'في', 'الهاتف', 'الذكي', 'وبدأت', 'اختباراته', 'العملية', 'بشكل', 'فعلي', 'في', 'وقت', 'سابق']
553	11.0	0.17000000178813934	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['وتم', 'تطوير', 'الجهاز', 'في', 'إطار', 'تعاون', 'مع', 'مجموعة', 'تقنية', 'سبق', 'لها', 'أن', 'قامت', 'بتطوير', 'هاتف', 'أمازون', 'ومساعد', 'أليكسا', 'الصوتي']
554	24.0	0.11060000211000443	اجتماعي, كامل, نتيجة, طفل, مدير, نفسية, مقرر, عامة, طاقة, قيام	['وتركز', 'أمازون', 'بشكل', 'كبير', 'على', 'المساعدات', 'الصوتية', 'منذ', 'فترة', 'وتطمح', 'إلى', 'طرح', 'المزيد', 'منها', 'في', 'المستقبل', 'وفي', 'العام', 'الماضي', 'كشفت', 'تقارير', 'صحفية', 'أن', 'أمازون', 'وضعت', 'براءة', 'اختراع', 'لمساعد', 'صوتي', 'يستطيع', 'تحديد', 'ما', 'إذا', 'كان', 'الشخص', 'مريضا', 'بالاستناد', 'إلى', 'نبرة', 'الصوت']
555	11.0	0.07370000332593918	جديدة, شركة, مقارنة, وأوضحت, تعا, لمدة, مجموع, نجاح, وطنية, جمعة	['-', 'متابعة']
556	19.0	0.16779999434947968	حماية, نهائي, إيجاد, والحد, رحل, أوتوماتيك, وليفايس, بتنبيه, تسمى, مرتديه	['تلقى', 'الإتحاد', 'الأوروبي', 'عدد', 'كبير', 'من', 'الشكاوى', 'بسبب', 'طريقة', 'تطبيق', 'شركة', 'غوغل', 'لقانون', 'حماية', 'البيانات', 'الشخصية', 'المعروف', 'إختصاراً', 'بإسم']
557	32.0	0.1648000031709671	أخرى, عملية, وأشار, رؤية, رجال, يعرف, مكان, معروفة, مكون, تحقيق	['وقالت', 'المفوضية', 'الإيرلندية', 'لحماية', 'البيانات', '(', ')', 'أنه', 'سيتم', 'فتح', 'تحقيق', 'للتحقق', 'من', 'صحة', 'الاتهامات']
558	8.0	0.1534000039100647	تقنية, وجود, تحديد, فيديوه, جاري, يذكر, غاية, جنسية, مخصصة, مرحلة	['ووفقا', 'لوكالة', 'الأنباء', 'رويترز', '”', 'هناك', 'عدد', 'من', 'الطلبات', 'بما', 'في', 'ذلك', 'من', 'المتصفح', 'المصمم', 'لحماية', 'الخصوصية', '“', 'ويزعم', 'أنه', 'عندما', 'يزور', 'شخص', 'ما', 'موقعًا', 'إلكترونيًا', 'فإنه', 'يتم', 'رفع', 'البيانات', 'الشخصية', 'مباشرة', 'إلى', 'عشرات', 'أو', 'مئات', 'الشركات', 'دون', 'موافقة', 'المستخدم', 'من', 'أجل', 'عرض', 'الإعلانات', 'المستهدفة']
